,text,label
6949,"$DOV - Dover Non-GAAP EPS of $2.14 beats by $0.07, revenue of $2.16M misses by $2.18B, provides FY22 Adj. EPS guidance  https://t.co/XICfNGyjxK",7
9117,"NIO ALERT: Bragar Eagel &amp; Squire, P.C. is Investigating NIO, Inc. on Behalf of NIO Stockholders and Encourages Investors to Contact the Firm  https://t.co/AmodoQfnxb",12
13392,A judge in Georgia has ordered Rudy Giuliani to testify on Aug. 9 to the grand jury investigating potential interference in the 2020 election  https://t.co/5nE4YTrXNq,16
8544,#FedFAQ:  I received a suspicious-looking e-mail that claims to be from the Federal Reserve. Is it a scam?  Learn more:  https://t.co/GY6gSUE4mA  https://t.co/5aZJ3d7Lis,9
3902,"For The First Time In 20 Years, 1 Dollar = 1 Euro - What This Means For Gold.  https://t.co/KIFpb1WiCH #investing #finance #economy",8
2167,Bicycle Therapeutics Announces Further Expansion of Genentech Immuno-Oncology Collaboration  https://t.co/yVPjbRn37m  https://t.co/KUPds3pGti,2
13457,"Rishi Sunak and Penny Mordaunt secure the most votes in the third round of the Tory leadership race, with Tom Tugendhat eliminated  https://t.co/2jY4jiey2D",16
8321,Beer flying off shelves in Mexico has merchants scrambling to meet demand amid shortages  https://t.co/ME8pCwBcUP,9
6093,"The Federal Reserve Bank of Cleveland president said the latest U.S. inflation data is terrible, but she isn’t ready to call for a full percentage point interest rate increase  https://t.co/2peGGoogGr",1
1407,T-Mobile Dominates in New Report from Ookla  https://t.co/d3LpgZKPLb  https://t.co/gKvHtkL8gd,2
2012,Particle Health Raises $25 Million to Accelerate Platform Growth  https://t.co/ejPD4BYhXD  https://t.co/bOeWzZkuUU,2
6716,"$KEY: KeyCorp beats by $0.02, beats on revs  https://t.co/RpcJUDk5bL",7
6331,"Fed's Daly: US Economy Is Strong - Newsy's Morning Rush   - Inflation Is Too High, Says Fed Is Working On Getting Down Inflation Without Stalling Economy  - Inflation Is Lasting Longer Than Hoped",1
5152,"$GS $GS.PA $GS.PC - The Goldman Sachs Group, Inc. (GS) CEO David Solomon on Q2 2022 Results - Earnings Call Transcript.  https://t.co/whDaNBORcL #stocks #business #investing",5
6276,"U.S., allies cannot allow China to dominate raw materials, technologies, Yellen says   https://t.co/bZy8ZY2a6y",1
7595,Scenes from people grappling with Europe's heat wave  https://t.co/jS3VC8kHgM,9
12348,"Prasad Parmeshwaran Joins Lazard as a Managing Director in Healthcare Group, Financial Advisory  https://t.co/r1WmvKvrA2  https://t.co/FEflIMaAT4",17
8184,Europe’s biggest value-oriented fund recently bought its first technology stock  https://t.co/jMnCZeATPr,9
9545,"NPX Capital’s Terapin Studios Acquires Leading Webtoon Platform, Toomics for $160 Million US  https://t.co/g1wZgxfW0Q  https://t.co/jTTYiMstV3",13
3863,"The euro is now worth just a fraction above a single dollar for the first time since 2002, reviving memories of its difficult early years, when it fell so low traders dubbed it the 'toilet currency'  https://t.co/0ostlPrhEh",8
4511,"Advanced Drainage Systems to Announce First Quarter Fiscal Year 2023 Results on August 4, 2022  https://t.co/6kZ7Epkt7J  https://t.co/JcQDgqiJAh",5
7424,"“He’s not doing this out of the goodness of his own heart.”  Sam Bankman-Fried, the 30-year-old billionaire founder of FTX, is using this moment of crypto carnage to expand his already vast empire.  Read The Big Take ⬇️  https://t.co/n7RmftSZDp",9
2770,$BABA - Alibaba cuts down in-house deals team size amid regulatory crackdown pressures  https://t.co/c14tSh5AWV,2
4020,Kontoor Brands Declares Quarterly Dividend  https://t.co/1TVoUSgepl  https://t.co/MiDOfCXHUG,4
10467,South Africa is preparing steps to accelerate an increase in electricity supply after state power utility Eskom implemented record blackouts  https://t.co/Rbp9d8f5VQ,14
1196,HG Insights Launches Platform 2.0 – With Improved Features To Help Global Companies Optimize Their Go-to-Market Motions  https://t.co/gHdK8h7XvG  https://t.co/FoXYOcU6rs,2
5614,#OOTT | US DoE Crude Oil Inventories (W/W) 15-Jul: -0.445M (est +2.000M; prev +3.254M)   - Distillate: -1.295M (est +1.600M; prev +2.668M)   - Cushing: +1.143M (prev +0.316M)   - Gasoline: +3.498M (est +1.000M; prev +5.825M)   - Refinery Utilization: -1.2% (est 0.5%; prev 0.4%),6
1769,United Insurance Holdings Corp. Announces Review of Strategic and Capital Raising Alternatives  https://t.co/Rq1LUYuT0k  https://t.co/AFj6xTYbvB,2
8350,British consumers are starting to lose faith in the quality of food sold by UK supermarkets as they adapt their buying habits to cope with the highest inflation in four decades  https://t.co/FbEkIc7WL3,9
9891,"Genting Singapore, one of the city-state’s two casino operators, is attracting takeover interest as tourists start coming back to the Asian travel hub, sources say  https://t.co/vD2eTlk8JH",13
1253,Propanc Biopharma Successfully Produces Synthetic Recombinant Trypsinogen Via POP1 Joint Research &amp; Drug Discovery Program  https://t.co/ixW8qa9vY2  https://t.co/kG77qxsxqR,2
2430,Amazon’s Prime Video is redesigning its much-maligned user interface ahead of its major fall releases.  https://t.co/sQ2vfOmC4Z,2
15818,$UNCY on scanners ..  https://t.co/67uEzwSovp,18
10324,"Inflation pressures may be peaking in India, putting it on track to be the world’s fastest growing economy, according to the central bank  https://t.co/aknn9iaEwV",14
10910,"Pet food was up 10.3% YOY Pets, pet supplies and accessories up 9.3% YOY",14
4650,"Edgio to Report Second Quarter 2022 Financial Results on August 8, 2022  https://t.co/e6Y9eXuhGr  https://t.co/WwfENIucuO",5
41,Goldman says this stock is a smart defensive play in the economically sensitive construction group  https://t.co/pBgwsq06Ok,0
681,$KNTK: Kinetik files for $400 mln mixed securities shelf offering  https://t.co/24BPTcuGff,2
8349,"If Bitcoin believers want their dreams to come true, they need to give it a rest  https://t.co/WcBNdEChnC",9
7730,Aperol spritz slushies are a great way to instantly chill  https://t.co/kfwyRyiHjA,9
2863,$YMAB - Y-mAbs gets FDA nod to begin phase 1 study of GD2-SADA for certain cancers  https://t.co/mAKSuTvr3g,2
3757,WATCH: Scandinavian airline SAS said that a pilot strike is threatening its ability to access and raise the long-term capital it needs to reorganize and that this could lead to the company’s collapse  https://t.co/m08vgeM1u9  https://t.co/n9JUEeJTaE,2
995,Wyndham Destinations Introduces New Dual-Branded Resort to Downtown Atlanta  https://t.co/mB7ZTQAIUy  https://t.co/VEUhICfzTx,2
5956,"Australian households are in a “fairly good position” to cope with higher interest rates, Reserve Bank No. 2 Michele Bullock says  https://t.co/S19TDvdGHt",1
16348,TWITTER UP 1% IN EXTENDED TRADE AFTER CO SUES ELON MUSK OVER MERGER DEAL,19
584,$APYX: Apyx Medical receives FDA 510(k) clearance for the use of Renuvion  https://t.co/sPTqQIdpbc,2
1330, https://t.co/NzAYI2L2pN Announces Completion of Strategic Investment Round at Hulk Labs  https://t.co/3VOilVpHzi,2
16065,$NILE +1 insider buying ... 435K shares at 34c  https://t.co/1b7bBXTgJg,19
13533,"BREAKING: Sri Lankan lawmakers will elect a new president within seven days, says the parliament speaker after confirming Gotabaya Rajapaksa’s resignation  https://t.co/NRlG9iKbYF  https://t.co/sRij3ZUSvy",16
118,"$GM $TSLA - General Motors downgraded at Deutsche amid pricing pressure, recession risks  https://t.co/sFSx4GkPxe",0
8931,Hong Kong IPOs: lithium giant’s disappointing listing spells trouble  https://t.co/x9CTCEUgEC  | opinion,11
13177,"The ex-UK chancellor won 88 votes from fellow MPs on Wednesday, and will face five other candidates in the next round  https://t.co/lepvD2hFWe",16
16717,White Oak Acts as Lead Arranger in $130 Million Term Loan to Support Balmoral Funds’ Take-Private Acquisition of Trecora Resources  https://t.co/keQfm8aaC0  https://t.co/KnkY5jXkgi,3
3136,Heard on the Street: Peloton says it will outsource its manufacturing as it steers toward more sustainable growth  https://t.co/VYIrpFEKvG,2
2521,$BX - Blackstone Q2: What to expect?  https://t.co/SmoHSsPgtr,2
5723,"Europe will need to ration natural gas to meet winter heating demand if the Nord Stream pipeline doesn’t restart after planned maintenance, according to Ineos  https://t.co/a2MIKdM0sl",6
5404,What the oil shocks of the ’70s can tell us about today  https://t.co/kYedcDL0PD,6
2264,Indy Autonomous Challenge to Return to CES 2023 With Boosted Engine Package on All Cars  https://t.co/KppnNIVzbO  https://t.co/HOPF0vDMpT,2
13263,China Asks European Leaders To Meet Xi In November - @SCMPNews    https://t.co/NO4bcFkx57,16
15871,"Stocks making the biggest moves in the premarket: Goldman Sachs, Synchrony Financial, Coinbase and more  https://t.co/qVKhJ0XwQu",19
15075,"$OKTA - Okta: It's Good, But Not Good Enough.  https://t.co/Nf6Xq3PUOD #investing #finance #stocks",18
11314,"US airfares remain high, but they've inched lower recently as inflation cuts into demand and the summer season winds down  https://t.co/eZmEsPuiu9",14
5949,The IMF’s board approves a $1.05 billion extended credit facility for Tanzania and plans to disburse $151.7 million immediately  https://t.co/mIR0kjQOFA,1
3678,"Chinese battery-materials giant Ganfeng Lithium is ratcheting up efforts to expand in Argentina, an emerging supply hot-spot for the mineral used in electric-vehicle batteries (via @climate)  https://t.co/dE2gqAMtdJ",2
1246,"Nature’s Toolbox, Inc. to Present at the 2022 NIIMBL National Meeting  https://t.co/59eqgxvh4j",2
11159,Automotive Growth Pockets In A Constrained World.  https://t.co/C4YGgm3Ie3 #stockmarket #stocks #business,14
2982,"TWITTER SAYS ATTRITION IS SLIGHTLY HIGHER THAN BEST PRACTICE FOR NORMAL MACROECONOMIC TIMES, BUT REMAINS INLINE WITH CURRENT INDUSTRY TRENDS  MUSK HAS NOT PROVIDED HIS CONSENT TO IMPLEMENT TWO TAILORED EMPLOYEE RETENTION PROGRAMS",2
11716,Explosives maker Incitec Pivot's CEO says no signs of U.S. recession  https://t.co/2ofw2D2Id3  https://t.co/gFt7NGOhpt,14
15510,"$LCID - Lucid: The Market Has Been Quietly Buying, And So Should You (Technical Analysis).  https://t.co/UnGxWSWEYk #markets #stocks #business",18
16954,Ukraine is seeking to delay payments on foreign debt and change terms of GDP warrants as Russia’s invasion undermines the economy  https://t.co/6vxhEf8Z0N,3
15926,$IIPR: Innovative Industrial Properties shares -2% after Wolfe Research downgraded to Peer Perform from Outperform  https://t.co/wfbm7Fnv66,19
9203,$ATVI $MSFT - Microsoft said to have responded to FTC's second request in Activision deal  https://t.co/8BPr9fjbkw,12
4570,"Biodesix to Report Second Quarter 2022 Financial Results on August 4, 2022  https://t.co/xqJmyDkAUr  https://t.co/Q61kmXUkiC",5
3331,iShares Midyear 2022 Investor Guide.  https://t.co/ovLIeKESiE #markets #finance #stocks,2
7790,Take a look at some of Bloomberg’s best political stories from the past week  https://t.co/FDOgaHQumL,9
1345,Tuesday Morning and Intalytics Announce Analytics Partnership  https://t.co/9dVFi0sxyu  https://t.co/rD1WQoP276,2
5348,$XLE: Sector Briefing: Energy  https://t.co/4Wf16cQazJ,6
11367,Persistent supply chain snarls and record inflation slammed European car sales in June   https://t.co/VqSJJ9w2Qu,14
2599,$KTOS - Kratos to invest ~$8.6M in Birmingham advanced concepts engineering facility  https://t.co/4bt4EoyAVH,2
13938,$SCANX: Today's most active stocks  https://t.co/m0B7pQaSB2,18
5549,U.S. CRUDE FUTURES FALL $1 TO $103.79 A BARREL,6
10034,Consumer spending on goods fell in May.  https://t.co/XAK7K7Km7H  https://t.co/uVcgMEVq5X,14
12047,US STOCK INDEX FALL NASDAQ DOWN 0.2%,15
78,AM Best Affirms Credit Ratings of Crum &amp; Forster Insurance Group’s Members and Monitor Life Insurance Company of New York  https://t.co/qam1VLkFfA  https://t.co/7mrO8NXkgv,0
6888,ABB net profit and revenue miss estimates amid supply-chain strains  https://t.co/mba8AtfPiZ,7
15118,$USB - U.S. Bancorp Looks Better Placed Than Most.  https://t.co/LUb4dpU3KI #trading #markets #business,18
1507,"BitNile’s Subsidiary, TurnOnGreen, Awarded State, Federal, and Utility Certifications for Its Electric Vehicle Chargers  https://t.co/3PvfYokwQs  https://t.co/pDy9rFLgXW",2
5484,IRAQI OIL MINISTER SAYS KARBALA REFINERY TO START PRODUCTION BEFORE YEAR END - STATEMENT,6
14344,$KODK Bullish MACD crossover on daily. This is a MEME stock  https://t.co/3sMPMCnxdo,18
10209,German energy rationing debate pits consumers against industry  https://t.co/zbjvtbSo8R,14
1500,ArcLight Clean Transition Corp. II Shareholders Approve Previously Announced Business Combination with OPAL Fuels LLC  https://t.co/cXBMAiVKqk  https://t.co/LsXPkm5W2V,2
15065,$NVTS - Navitas Semiconductor: A Powerful Opportunity.  https://t.co/G66xKkcI3p #trading #finance #stockmarket,18
4641,Wells Fargo Reports Second Quarter 2022 Financial Results  https://t.co/wvYlSYQJu7  https://t.co/M0VpooC80C,5
1979,LUUM Precision Lash Closes Funding Round with Strategic and Institutional Investors  https://t.co/NM4PqQCL1n  https://t.co/6G1KAMCmqB,2
1152,Wejo Files Form 4 Finalizing Previously Disclosed Equity Grant to CEO  https://t.co/6RJzCagvxZ  https://t.co/VZ49q0dLf7,2
1671,Aurora Achieves Product Milestone: Demonstrates Autonomous Vehicles Safely Navigating On-Road System Issues  https://t.co/kXq3jPqFL2  https://t.co/XxAgn5aBBs,2
1882,Water Island Capital UK Regulatory Announcement: Form 8.3 - SANNE GROUP PLC  https://t.co/qubwcL75ml  https://t.co/PG1Hdu3pz5,2
6355,Fed’s Mester: Expect Fed Will Need To Go Well Beyond Neutral Rate - BBG TV,1
10932,"A new lumber futures contract is meant to boost two-by-four trading with smaller loads, a central delivery point and eastern species of wood   https://t.co/o2itXgPeS1  https://t.co/MMksuIK9Ih",14
11155,Existing-Home Sales: Down 5.4% In June.  https://t.co/cbQoexnLg7 #economy #investing #markets,14
12643,$KCCFF $KC:CA - Kutcho Copper appoints Andrew Sharp as COO  https://t.co/KogwHup8Gu,17
10707,NEW ZEALAND CPI (YOY) (Q2) ACTUAL: 7.3% VS 6.9% PREVIOUS; EST 7.1%  NEW ZEALAND CPI (QOQ) (Q2) ACTUAL: 1.7% VS 1.8% PREVIOUS; EST 1.5%,14
14867,"MUST BUY @WN22 ON A LOWER OPEN, when and if it becomes BID HIGHER THAN THE OPEN. It's way oversold and ripe for a pullback to the 1090s. Be long with bids above 922.",18
5594,Iran and Russia's Gazprom sign primary deal for energy cooperation - Reuters   https://t.co/9QlctQbyyV,6
8946,$TWEN - T20 Holdings Begins U.S. IPO Effort.  https://t.co/5gB979Pmrd #stockmarket #trading #business,11
3929,"The euro came within a whisker of parity against the US dollar before suddenly bouncing back, a sign of just how important the level is to traders  https://t.co/LyUpjGEgJW",8
14601,AMD July 22 $84C entry $1.47 5 contracts daytrade.     https://t.co/8lbsgrw38o 🚨,18
4252,$SIRI - Sirius XM declares $0.0219 dividend  https://t.co/vZ8XPuk8OF,4
7935,Think stock markets have already had a crazy week? Then brace for $1.9 trillion worth of options expiring Friday  https://t.co/kfAryQANgH,9
6397,Week Ahead - Rate Hikes Galore.  https://t.co/pcC4gH2ltC #stockmarket #investing #business,1
15639,$CHTR - Charter's Valuation Is Compelling But Growth May Be At Risk.  https://t.co/f9oQLo9NJz #investing #business #trading,18
